,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
2272,"RT @cgtnamerica: “That’s why I’m here.” Chinese Ambassador to the U.S. Qin Gang said at a dairy farm in Iowa, when an American farmer said…",  that s why i m here   chinese ambassador to the u s  qin gang said at a dairy farm in iowa  when an american farmer said ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2273,"“That’s why I’m here.” Chinese Ambassador to the U.S. Qin Gang said at a dairy farm in Iowa, when an American farme… https://t.co/BYfPnZImRq", that s why i m here   chinese ambassador to the u s  qin gang said at a dairy farm in iowa  when an american farme   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2274,"RT @IrelandsFarmers: Waste not, want not. This double tank previously lived on my brother in law’s dairy farm and is ideal for conditioning…", waste not  want not  this double tank previously lived on my brother in law s dairy farm and is ideal for conditioning ,0.13333333333333333,0.2916666666666667,negative,0.158,0.708,0.134,0.0971
2275,"RT @cgtnamerica: The proprietor of Fairbanks Dairy Farm in Anamosa, Iowa hosted Chinese Ambassador Qin Gang and his delegation on a tour of…", the proprietor of fairbanks dairy farm in anamosa  iowa hosted chinese ambassador qin gang and his delegation on a tour of ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2276,RT @mindingottawa: Conservative leadership candidate @ScottAAitchison demands repeal of dairy &amp; poultry quotas dating from 1974 as food pri…, conservative leadership candidate   demands repeal of dairy  amp  poultry quotas dating from 1974 as food pri ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2277,"The proprietor of Fairbanks Dairy Farm in Anamosa, Iowa hosted Chinese Ambassador Qin Gang and his delegation on a… https://t.co/UtaycBpo8s",the proprietor of fairbanks dairy farm in anamosa  iowa hosted chinese ambassador qin gang and his delegation on a   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2278,"RT @rusticrelics04: Vintage The Surge Fencer Model AC By Babson Bros. Co. Electric Fence Charger #Surge https://t.co/TVJ73uwXpP via 
@eBay…", vintage the surge fencer model ac by babson bros  co  electric fence charger  surge   via    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2279,"“That’s why I’m here.” Chinese Ambassador to the U.S. Qin Gang said at a dairy farm in Iowa, when an American farme… https://t.co/NZZ2Itbgow", that s why i m here   chinese ambassador to the u s  qin gang said at a dairy farm in iowa  when an american farme   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2280,"RT @Hotel_NHampton: A5: Our area is home to New England's most productive farmland + is a hub for local maple syrup, wine + beer. The resta…", a5  our area is home to new england s most productive farmland   is a hub for local maple syrup  wine   beer  the resta ,0.21212121212121213,0.3181818181818182,neutral,0.0,1.0,0.0,0.0
2281,"@fairoaksfarms 
This is dairy from Fair Oaks Farm. https://t.co/ESO0p5r4MS",   this is dairy from fair oaks farm   ,0.7,0.9,positive,0.0,0.723,0.277,0.3182
2282,"News: ‘Toast to Dairy’ to feature farm-to-fork food stations, cheese pairings, more https://t.co/9q9u9sOpeq",news   toast to dairy  to feature farm to fork food stations  cheese pairings  more  ,0.5,0.5,neutral,0.0,1.0,0.0,0.0
2283,"RT @ColD80667186: Good to catch up with the Channel wagtail in Dairy Farm Lane, Rainford this evening @BirdGuides @sthelensbirds https://t.…", good to catch up with the channel wagtail in dairy farm lane  rainford this evening      ,0.7,0.6000000000000001,positive,0.0,0.828,0.172,0.4404
2284,"RT @CGTNOfficial: As part of his tour through the U.S. state of Iowa, Chinese Ambassador Qin Gang visited the dairy farm of Doug and Jody F…", as part of his tour through the u s  state of iowa  chinese ambassador qin gang visited the dairy farm of doug and jody f ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2285,"Good to catch up with the Channel wagtail in Dairy Farm Lane, Rainford this evening @BirdGuides @sthelensbirds https://t.co/7c83IhLqma",good to catch up with the channel wagtail in dairy farm lane  rainford this evening      ,0.7,0.6000000000000001,positive,0.0,0.828,0.172,0.4404
2286,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2287,Street lights are not glowing in Qazipura road. Zaheer dairy farm lane opp crown high school since 3 days.Kindly ta… https://t.co/3eWpB0fBcY,street lights are not glowing in qazipura road  zaheer dairy farm lane opp crown high school since 3 days kindly ta   ,0.38,0.72,positive,0.0,0.856,0.144,0.4939
2288,"RT @CGTNOfficial: As part of his tour through the U.S. state of Iowa, Chinese Ambassador Qin Gang visited the dairy farm of Doug and Jody F…", as part of his tour through the u s  state of iowa  chinese ambassador qin gang visited the dairy farm of doug and jody f ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2289,"RT @CGTNOfficial: As part of his tour through the U.S. state of Iowa, Chinese Ambassador Qin Gang visited the dairy farm of Doug and Jody F…", as part of his tour through the u s  state of iowa  chinese ambassador qin gang visited the dairy farm of doug and jody f ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2290,"As part of his tour through the U.S. state of Iowa, Chinese Ambassador Qin Gang visited the dairy farm of Doug and… https://t.co/SYnAtTOtnB",as part of his tour through the u s  state of iowa  chinese ambassador qin gang visited the dairy farm of doug and   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2291,"As part of his tour through the U.S. state of Iowa, Chinese Ambassador Qin Gang visited the dairy farm of Doug and… https://t.co/JxZhiJcQZq",as part of his tour through the u s  state of iowa  chinese ambassador qin gang visited the dairy farm of doug and   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2292,"For the consumer, organic means a product that is healthier for the body and for the environment.

🔽 Hear from Work… https://t.co/dwurrJezsW",for the consumer  organic means a product that is healthier for the body and for the environment     hear from work   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2293,"Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - ... the https://t.co/ZQy7nG7IoS #ai #intoAInews",dairy stream podcast  advance your farm through data monitoring  artificial intelligence       the    ai  intoainews,-0.6,1.0,positive,0.0,0.807,0.193,0.4767
2294,"RT @cratefreeusa: Listen up omnivores: 
The vast majority of meat/dairy at ur grocery comes from factory farms. If u care abt animals, it's…", listen up omnivores   the vast majority of meat dairy at ur grocery comes from factory farms  if u care abt animals  it s ,0.0,1.0,positive,0.0,0.862,0.138,0.4939
2295,"RT @CrawfordFund: ""My father's side of my family comes from a dairy farm in Gippsland, but their farm was devastated by the #MillenniumDrou…",  my father s side of my family comes from a dairy farm in gippsland  but their farm was devastated by the  millenniumdrou ,0.0,0.0,negative,0.224,0.776,0.0,-0.7579
2296,"@mallahi_obaid Arey bhai tumara kya dairy farm hai?
Ya phr masqati ke stocks khareed ke rkhey tum?🥸",  obaid arey bhai tumara kya dairy farm hai  ya phr masqati ke stocks khareed ke rkhey tum  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2297,"RT @DingliLaurent: ""Hold your mouth"", ""you're fucked"", ""well done"": insults, kicks, punches and sticks... that's what the dairy calves of t…",  hold your mouth    you re fucked    well done   insults  kicks  punches and sticks    that s what the dairy calves of t ,-0.6,0.7,negative,0.285,0.632,0.083,-0.7269
2298,"RT @SuriyaSubraman: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/Gw88aSHBOw: Dai…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence     dai ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2299,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2300,"Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/Gw88aSHBOw:… https://t.co/73dwlsS2Ji",dairy stream podcast  advance your farm through data monitoring  artificial intelligence      ,-0.6,1.0,positive,0.0,0.763,0.237,0.4767
2301,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2302,"RT @rekhachada: Brahmotsavs over in  Military Dairy Farm Road.Since 5 years on the eve of ""purnahuti"" it had been raining, I did not believ…", brahmotsavs over in  military dairy farm road since 5 years on the eve of  purnahuti  it had been raining  i did not believ ,-0.1,0.1,neutral,0.0,1.0,0.0,0.0
2303,"Brahmotsavs over in  Military Dairy Farm Road.Since 5 years on the eve of ""purnahuti"" it had been raining, I did no… https://t.co/AkIe5urU5X",brahmotsavs over in  military dairy farm road since 5 years on the eve of  purnahuti  it had been raining  i did no   ,-0.1,0.1,negative,0.104,0.896,0.0,-0.296
2304,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2305,RT @SharpDressdDyke: Story: a side-line on the dairy farm was eggs and boiler hens. I don't know when it started but it wrapped up in the i…, story  a side line on the dairy farm was eggs and boiler hens  i don t know when it started but it wrapped up in the i ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2306,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2307,@_PatrickHunt @RachaelBL @peta @Starbucks To convert a dairy farm into an oatmilk farm the carbon footprint involve… https://t.co/F4L8864TQh,  patrickhunt       to convert a dairy farm into an oatmilk farm the carbon footprint involve   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2308,"RT @TopOTGoths: @DaftLimmy What about checking the fridge to see if you need milk, but Dua Lipa’s in there smelting enough gold bars to buy…",   what about checking the fridge to see if you need milk  but dua lipa s in there smelting enough gold bars to buy ,0.0,0.5,neutral,0.0,1.0,0.0,0.0
2309,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2310,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2311,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2312,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2313,RT @hollyanndoan: “I will end supply management.” Candidate for @CPC_HQ leadership @ScottAAitchison says poultry and dairy quotas are in pa…,  i will end supply management   candidate for   hq leadership   says poultry and dairy quotas are in pa ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2314,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2315,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2316,@jaimedelpizz0 Aww thanks Jaime! This is my friends very old Dairy farm! One of the last ones still standing around… https://t.co/XQd5YtcWwG,  aww thanks jaime  this is my friends very old dairy farm  one of the last ones still standing around   ,0.1575,0.3566666666666667,positive,0.0,0.739,0.261,0.7184
2317,RT @ProfEdwardPeck: A great start to a sunny spring day @TrentUni @NTU_ARES with Farm Manager Neil Hodgson amongst our herd of Lincoln Red…, a great start to a sunny spring day     ares with farm manager neil hodgson amongst our herd of lincoln red ,0.4,0.375,positive,0.0,0.699,0.301,0.7845
